Symbols,Score
BAG5,0.456
BAG6,0.446
BAGE,0.059
BAGE3,0.059
BAGE4,0.059
BAGE5,0.059
BAHCC1,0.099
BAHD1,0.47
BAIAP2,0.442
BAIAP2L1,0.494
BAIAP2L2,0.461
BAIAP3,0.41
BAK1,0.338
BAMBI,0.336
BANF1,0.545
BANF2,0.289
BANK1,0.211
BANP,0.43
BAP1,0.489
BARD1,0.476
BARHL1,0.278
BARHL2,0.356
BARX1,0.302
BARX2,0.384
BASP1,0.444
BATF,0.367
BATF2,0.345
BATF3,0.342
BAX,0.327
BAZ1A,0.402
BAZ1B,0.575
BAZ2A,0.488
BAZ2B,0.396
BBC3,0.369
BBIP1,0.452
BBLN,0.284
BBOF1,0.364
BBOX1,0.4
BBS1,0.485
BBS10,0.406
BBS12,0.374
BBS2,0.382
BBS4,0.421
BBS5,0.482
BBS7,0.451
BBS9,0.486
BBX,0.356
BCAM,0.358
BCAN,0.335
BCAP29,0.258
BCAP31,0.401
BCAR1,0.384
BCAR3,0.268
BCAS1,0.254
BCAS2,0.47
BCAS3,0.469
BCAS4,0.149
BCAT1,0.416
BCAT2,0.274
BCCIP,0.566
BCDIN3D,0.424
BCHE,0.354
BCKDHA,0.368
BCKDHB,0.361
BCKDK,0.554
BCL10,0.405
BCL11A,0.336
BCL11B,0.337
BCL2,0.319
BCL2A1,0.348
BCL2L1,0.386
BCL2L10,0.417
BCL2L11,0.332
BCL2L12,0.322
BCL2L13,0.382
BCL2L14,0.459
BCL2L15,0.425
BCL2L2,0.428
BCL3,0.361
BCL6,0.334
BCL6B,0.262
BCL7A,0.255
BCL7B,0.32
BCL7C,0.061
BCL9,0.418
BCL9L,0.416
BCLAF1,0.395
BCLAF3,0.187
BCO1,0.28
BCO2,0.286
BCOR,0.394
BCORL1,0.32
BCR,0.426
BCS1L,0.45
BDH1,0.299
BDH2,0.344
BDKRB1,0.338
BDKRB2,0.327
BDNF,0.367
BDP1,0.317
BEAN1,0.057
BECN1,0.368
BECN2,0.363
BEGAIN,0.341
BEND3,0.443
BEND5,0.339
BEND6,0.29
BEND7,0.198
BEST1,0.313
BEST2,0.253
BEST3,0.246
BEST4,0.247
BET1,0.395
BET1L,0.402
BEX1,0.435
BEX2,0.453
BEX3,0.432
BEX4,0.45
BEX5,0.339
BFAR,0.438
BFSP1,0.475
BFSP2,0.433
BGLAP,0.29
BGN,0.351
BHLHA15,0.328
BHLHA9,0.421
BHLHE22,0.366
BHLHE23,0.375
BHLHE40,0.407
BHLHE41,0.372
BHMT,0.324
BHMT2,0.296
BICC1,0.299
BICD1,0.492
BICD2,0.516
BICDL1,0.427
BICDL2,0.365
BICRA,0.352
BICRAL,0.161
BID,0.381
BIK,0.389
BIN1,0.469
BIN2,0.451
BIN3,0.435
BIRC2,0.432
BIRC3,0.395
BIRC5,0.53
BIRC6,0.511
BIRC7,0.486
BIRC8,0.36
BIVM,0.231
BLCAP,0.302
BLID,0.35
BLK,0.541
BLM,0.409
BLMH,0.428
BLNK,0.448
BLOC1S1,0.436
BLOC1S2,0.431
BLOC1S3,0.359
BLOC1S4,0.41
BLOC1S5,0.372
BLOC1S6,0.458
BLTP1,0.373
BLTP2,0.059
BLTP3A,0.228
BLTP3B,0.375
BLVRA,0.35
BLVRB,0.32
BLZF1,0.441
BMAL1,0.359
BMAL2,0.367
BMERB1,0.397
BMF,0.422
BMI1,0.453
BMP1,0.4
BMP10,0.384
BMP15,0.383
BMP2,0.328
BMP2K,0.458
BMP3,0.328
BMP4,0.287
BMP5,0.287
BMP6,0.294
BMP7,0.286
BMP8A,0.271
BMP8B,0.288
BMPER,0.177
BMPR1A,0.367
BMPR1B,0.421
BMPR2,0.389
BMS1,0.394
BMT2,0.298
BMX,0.557
BNC1,0.396
BNC2,0.3
BNIP1,0.45
BNIP2,0.427
BNIP3,0.347
BNIP3L,0.428
BNIPL,0.453
BOC,0.39
BOD1,0.425
BOD1L1,0.329
BOD1L2,0.391
BOK,0.392
BOLA1,0.348
BOLA2,0.444
BOLA2B,0.444
BOLA3,0.3
BOLL,0.398
BOP1,0.438
BORA,0.491
BORCS5,0.413
BORCS6,0.353
BORCS7,0.319
BORCS8,0.359
BPGM,0.289
BPHL,0.275
BPI,0.222
BPIFA1,0.215
BPIFA2,0.223
BPIFA3,0.151
BPIFB1,0.185
BPIFB2,0.34
BPIFB3,0.292
BPIFB4,0.28
BPIFB6,0.151
BPIFC,0.131
BPNT1,0.334
BPNT2,0.368
BPTF,0.463
BPY2,0.355
BPY2B,0.355
BPY2C,0.355
BRAF,0.455
BRAP,0.492
BRAT1,0.406
BRCA1,0.427
BRCA2,0.483
BRCC3,0.484
BRD1,0.368
BRD2,0.434
BRD3,0.417
BRD4,0.536
BRD7,0.468
BRD8,0.362
BRD9,0.397
BRDT,0.363
BRF1,0.354
BRF2,0.358
BRI3,0.308
BRI3BP,0.208
BRICD5,0.206
BRINP1,0.354
BRINP2,0.271
BRINP3,0.287
BRIP1,0.423
BRIX1,0.371
BRK1,0.481
BRME1,0.292
BRMS1,0.436
BRMS1L,0.388
BROX,0.222
BRPF1,0.482
BRPF3,0.416
BRS3,0.242
BRSK1,0.528
BRSK2,0.545
BRWD1,0.457
BRWD3,0.299
BSCL2,0.365
BSG,0.379
BSN,0.303
BSND,0.279
BSPH1,0.25
BSPRY,0.258
BST1,0.281
BST2,0.368
BSX,0.277
BTAF1,0.347
BTBD1,0.476
BTBD10,0.311
BTBD17,0.247
BTBD18,0.29
BTBD2,0.453
BTBD3,0.331
BTBD6,0.339
BTBD7,0.247
BTBD8,0.185
BTBD9,0.084
BTC,0.401
BTD,0.247
BTF3,0.425
BTF3L4,0.157
BTG1,0.376
BTG2,0.382
BTG3,0.416
BTG4,0.35
BTK,0.45
BTLA,0.232
BTN1A1,0.302
BTN2A1,0.328
BTN2A2,0.333
BTN3A1,0.317
BTN3A2,0.29
BTN3A3,0.292
BTNL2,0.3
BTNL3,0.291
BTNL8,0.333
BTNL9,0.3
BTRC,0.458
BUB1,0.584
BUB1B,0.629
BUB3,0.512
BUD13,0.383
BUD23,0.458
BUD31,0.394
BVES,0.366
BYSL,0.467
BZW1,0.307
BZW2,0.431
C1D,0.436
C1GALT1,0.383
C1GALT1C1,0.391
C1GALT1C1L,0.163
C1QA,0.248
C1QB,0.266
C1QBP,0.386
C1QC,0.235
C1QL1,0.375
C1QL2,0.277
C1QL3,0.254
C1QL4,0.25
C1QTNF1,0.289
C1QTNF12,0.179
C1QTNF2,0.313
C1QTNF3,0.252
C1QTNF4,0.183
C1QTNF5,0.39
C1QTNF6,0.287
C1QTNF7,0.063
C1QTNF8,0.242
C1QTNF9,0.295
C1QTNF9B,0.203
C1R,0.24
C1RL,0.137
C1S,0.277
C2,0.255
C2CD2,0.26
C2CD2L,0.287
C2CD3,0.591
C2CD4A,0.222
C2CD4B,0.222
C2CD4C,0.203
C2CD5,0.393
C2CD6,0.157
C3,0.327
C3AR1,0.221
C4A,0.316
C4B,0.261
C4BPA,0.279
C4BPB,0.274
C4B_2,0.261
C5,0.282
C5AR1,0.27
C5AR2,0.299
C6,0.279
C7,0.163
C8A,0.255
C8B,0.232
C8G,0.197
C9,0.274
CA1,0.353
CA10,0.205
CA11,0.179
CA12,0.208
CA13,0.318
CA14,0.211
CA2,0.331
CA3,0.272
CA4,0.406
CA5A,0.269
CA5B,0.266
CA6,0.173
CA7,0.271
CA8,0.372
CA9,0.394
CAAP1,0.068
CAB39,0.455
CAB39L,0.531
CABCOCO1,0.337
CABIN1,0.4
CABLES1,0.48
CABLES2,0.16
CABP1,0.423
CABP2,0.336
CABP4,0.348
CABP5,0.407
CABP7,0.283
CABS1,0.229
CABYR,0.45
CACFD1,0.284
CACHD1,0.104
CACNA1A,0.344
CACNA1B,0.301
CACNA1C,0.312
CACNA1D,0.251
CACNA1E,0.206
CACNA1F,0.213
CACNA1G,0.261
CACNA1H,0.283
CACNA1I,0.291
CACNA1S,0.365
CACNA2D1,0.225
CACNA2D2,0.264
CACNA2D3,0.225
CACNA2D4,0.219
CACNB1,0.214
CACNB2,0.254
CACNB3,0.31
CACNB4,0.366
CACNG1,0.301
CACNG2,0.322
CACNG3,0.277
CACNG4,0.28
CACNG5,0.235
CACNG6,0.197
CACNG7,0.261
CACNG8,0.254
CACTIN,0.383
CACUL1,0.324
CACYBP,0.483
CAD,0.44
CADM1,0.352
CADM2,0.219
CADM3,0.284
CADM4,0.093
CADPS,0.377
CADPS2,0.355
CAGE1,0.157
CALB1,0.341
CALB2,0.321
CALCA,0.331
CALCB,0.262
CALCOCO1,0.431
CALCOCO2,0.481
CALCR,0.303
CALCRL,0.356
CALD1,0.531
CALHM1,0.299
CALHM2,0.131
CALHM3,0.268
CALHM4,0.131
CALHM5,0.131
CALHM6,0.131
CALM1,0.412
CALM2,0.44
CALM3,0.422
CALML3,0.248
CALML4,0.124
CALML5,0.273
CALML6,0.291
CALN1,0.283
CALR,0.369
CALR3,0.387
CALU,0.442
CALY,0.416
CAMK1,0.474
CAMK1D,0.459
CAMK1G,0.517
CAMK2A,0.55
CAMK2B,0.579
CAMK2D,0.485
CAMK2G,0.587
CAMK2N1,0.282
CAMK2N2,0.415
CAMK4,0.539
CAMKK1,0.618
CAMKK2,0.546
CAMKMT,0.481
CAMKV,0.501
CAMLG,0.37
CAMP,0.207
CAMSAP1,0.482
CAMSAP2,0.535
CAMSAP3,0.468
CAMTA1,0.362
CAMTA2,0.368
CAND1,0.491
CAND2,0.431
CANT1,0.332
CANX,0.392
CAP1,0.368
CAP2,0.475
CAPG,0.553
CAPN1,0.418
CAPN10,0.421
CAPN11,0.319
CAPN12,0.303
CAPN13,0.303
CAPN14,0.303
CAPN15,0.31
CAPN2,0.433
CAPN3,0.399
CAPN5,0.311
CAPN6,0.464
CAPN7,0.374
CAPN8,0.33
CAPN9,0.309
CAPNS1,0.425
CAPNS2,0.336
CAPRIN1,0.394
CAPRIN2,0.466
CAPS,0.308
CAPS2,0.064
CAPSL,0.25
CAPZA1,0.468
CAPZA2,0.396
CAPZA3,0.431
CAPZB,0.484
CARD10,0.426
CARD11,0.359
CARD14,0.361
CARD16,0.285
CARD18,0.28
CARD19,0.381
CARD6,0.221
CARD8,0.418
CARD9,0.35
CARF,0.325
CARHSP1,0.442
CARM1,0.399
CARMIL1,0.452
CARMIL2,0.41
CARMIL3,0.236
CARNMT1,0.31
CARNS1,0.336
CARS1,0.454
CARS2,0.379
CARTPT,0.293
CASC3,0.466
CASD1,0.259
CASK,0.514
CASKIN1,0.437
CASKIN2,0.319
CASP1,0.391
CASP10,0.43
CASP12,0.317
CASP14,0.459
CASP2,0.427
CASP3,0.313
CASP4,0.383
CASP5,0.316
CASP6,0.477
CASP7,0.441
CASP8,0.398
CASP8AP2,0.429
CASP9,0.364
CASQ1,0.416
CASQ2,0.357
CASR,0.342
CASS4,0.407
CAST,0.423
CASTOR1,0.38
CASTOR2,0.379
CASZ1,0.384
CAT,0.339
CATIP,0.509
CATSPER1,0.329
CATSPER2,0.316
CATSPER3,0.291
CATSPER4,0.257
CATSPERB,0.268
CATSPERD,0.346
CATSPERE,0.119
CATSPERG,0.26
CATSPERZ,0.296
CAV1,0.324
CAV2,0.451
CAV3,0.343
CAVIN1,0.484
CAVIN2,0.51
CAVIN3,0.437
CAVIN4,0.469
CBARP,0.298
CBFA2T2,0.348
CBFA2T3,0.398
CBFB,0.371
CBL,0.387
CBLB,0.471
CBLC,0.368
CBLIF,0.293
CBLL1,0.478
CBLL2,0.351
CBLN1,0.295
CBLN2,0.128
CBLN3,0.195
CBLN4,0.107
CBR1,0.29
CBR3,0.394
CBR4,0.359
CBS,0.423
CBX1,0.504
CBX2,0.485
CBX3,0.538
CBX4,0.489
CBX5,0.494
CBX6,0.453
CBX7,0.496
CBX8,0.426
CBY1,0.575
CBY2,0.403
CBY3,0.248
CC2D1A,0.476
CC2D1B,0.374
CC2D2A,0.46
CCAR1,0.395
CCAR2,0.384
CCBE1,0.258
CCDC102A,0.226
CCDC102B,0.157
CCDC103,0.448
CCDC106,0.385
CCDC107,0.057
CCDC110,0.324
CCDC112,0.157
CCDC115,0.378
CCDC116,0.424
CCDC117,0.157
CCDC12,0.157
CCDC120,0.449
CCDC121,0.157
CCDC124,0.464
CCDC125,0.285
CCDC126,0.081
CCDC13,0.561
CCDC134,0.346
CCDC136,0.221
CCDC137,0.449
CCDC14,0.429
CCDC141,0.425
CCDC146,0.248
CCDC148,0.157
CCDC15,0.242
CCDC150,0.157
CCDC154,0.15
CCDC163,0.057
CCDC167,0.057
CCDC17,0.157
CCDC170,0.157
CCDC172,0.335
CCDC174,0.358
CCDC180,0.05
CCDC181,0.364
CCDC182,0.206
CCDC184,0.339
CCDC185,0.157
CCDC187,0.42
CCDC188,0.057
CCDC197,0.157
CCDC198,0.157
CCDC22,0.412
CCDC24,0.204
CCDC25,0.157
CCDC28A,0.157
CCDC28B,0.532
CCDC3,0.221
CCDC32,0.157
CCDC33,0.157
CCDC38,0.294
CCDC39,0.319
CCDC40,0.392
CCDC42,0.225
CCDC43,0.343
CCDC47,0.404
CCDC50,0.36
CCDC51,0.057
CCDC57,0.157
CCDC59,0.41
CCDC6,0.514
CCDC60,0.157
CCDC61,0.242
CCDC62,0.426
CCDC63,0.31
CCDC65,0.383
CCDC66,0.502
CCDC68,0.45
CCDC69,0.504
CCDC70,0.281
CCDC71,0.103
CCDC71L,0.103
CCDC77,0.254
CCDC78,0.504
CCDC8,0.594
CCDC80,0.231
CCDC81,0.294
CCDC85B,0.482
CCDC85C,0.092
CCDC86,0.396
CCDC87,0.246
CCDC88A,0.526
CCDC88B,0.442
CCDC88C,0.488
CCDC89,0.235
CCDC9,0.172
CCDC90B,0.338
CCDC91,0.406
CCDC92,0.467
CCDC93,0.343
CCDC9B,0.071
CCER1,0.157
CCER2,0.059
CCHCR1,0.401
CCIN,0.331
CCK,0.258
CCKAR,0.275
CCKBR,0.319
CCL1,0.212
CCL11,0.312
CCL13,0.295
CCL14,0.226
CCL15,0.266
CCL16,0.248
CCL17,0.27
CCL18,0.244
CCL19,0.23
CCL2,0.311
CCL20,0.237
CCL21,0.264
CCL22,0.194
CCL23,0.235
CCL24,0.272
CCL25,0.249
CCL26,0.255
CCL27,0.263
CCL28,0.27
CCL3,0.32
CCL3L1,0.194
CCL3L3,0.194
CCL4,0.264
CCL4L1,0.236
CCL4L2,0.236
CCL5,0.287
CCL7,0.293
CCL8,0.321
CCM2,0.429
CCM2L,0.205
CCN1,0.341
CCN2,0.344
CCN3,0.314
CCN4,0.346
CCN5,0.248
CCN6,0.337
CCNA1,0.57
CCNA2,0.472
CCNB1,0.498
CCNB1IP1,0.444
CCNB2,0.606
CCNB3,0.604
CCNC,0.482
CCND1,0.434
CCND2,0.579
CCND3,0.513
CCNDBP1,0.495
CCNE1,0.537
CCNE2,0.588
CCNF,0.604
CCNG1,0.552
CCNG2,0.497
CCNH,0.446
CCNI,0.493
CCNI2,0.502
CCNJ,0.502
CCNJL,0.502
CCNK,0.466
CCNL1,0.386
CCNL2,0.425
CCNO,0.534
CCNP,0.502
CCNQ,0.369
CCNT1,0.446
CCNT2,0.495
CCNY,0.477
CCNYL1,0.346
CCP110,0.707
CCPG1,0.318
CCR1,0.321
CCR10,0.371
CCR2,0.292
CCR3,0.336
CCR4,0.301
CCR5,0.343
CCR6,0.304
CCR7,0.272
CCR8,0.279
CCR9,0.297
CCRL2,0.341
CCS,0.385
CCSAP,0.482
CCSER2,0.446
CCT2,0.419
CCT3,0.491
CCT4,0.473
CCT5,0.502
CCT6A,0.484
CCT6B,0.424
CCT7,0.485
CCT8,0.499
CCT8L2,0.249
CCZ1,0.418
CCZ1B,0.304
CD101,0.238
CD109,0.296
CD14,0.264
CD151,0.394
CD160,0.318
CD163,0.321
CD163L1,0.179
CD164,0.391
CD164L2,0.189
CD177,0.32
CD180,0.27
CD19,0.342
CD1A,0.317
CD1B,0.322
CD1C,0.286
CD1D,0.396
CD1E,0.299
CD2,0.328
CD200,0.292
CD200R1,0.31
CD200R1L,0.187
CD207,0.338
CD209,0.314
CD22,0.404
CD226,0.342
CD24,0.294
CD244,0.311
CD247,0.396
CD248,0.38
CD27,0.3
CD274,0.283
CD276,0.294
CD28,0.369
CD2AP,0.477
CD2BP2,0.482
CD300A,0.285
CD300C,0.226
CD300E,0.183
CD300H,0.244
CD300LB,0.183
CD300LD,0.321
CD300LF,0.258
CD300LG,0.369
CD302,0.264
CD320,0.371
CD33,0.397
CD34,0.326
CD36,0.262
CD37,0.335
CD38,0.305
CD3D,0.388
CD3E,0.347
CD3G,0.365
CD4,0.344
CD40,0.333
CD40LG,0.308
CD44,0.354
CD46,0.28
CD47,0.305
CD48,0.326
CD5,0.337
CD52,0.21
CD53,0.359
CD55,0.314
CD58,0.326
CD59,0.37
CD5L,0.247
CD6,0.316
CD63,0.352
CD68,0.214
CD69,0.327
CD7,0.229
CD70,0.362
CD72,0.344
CD74,0.349
CD79A,0.367
CD79B,0.452
CD80,0.318
CD81,0.325
CD82,0.345
CD83,0.315
CD84,0.307
CD86,0.308
CD8A,0.35
CD8B,0.328
CD8B2,0.172
CD9,0.344
CD93,0.335
CD96,0.24
CD99,0.383
CD99L2,0.299
CDA,0.4
CDADC1,0.364
CDAN1,0.466
CDC123,0.318
CDC14A,0.578
CDC14B,0.598
CDC14C,0.537
CDC16,0.593
CDC20,0.574
CDC20B,0.213
CDC23,0.531
CDC25A,0.547
CDC25B,0.606
CDC25C,0.541
CDC26,0.525
CDC27,0.592
CDC34,0.543
CDC37,0.489
CDC37L1,0.454
CDC40,0.385
CDC42,0.432
CDC42BPA,0.575
CDC42BPB,0.561
CDC42BPG,0.647
CDC42EP1,0.446
CDC42EP2,0.47
CDC42EP3,0.499
CDC42EP4,0.459
CDC42EP5,0.469
CDC42SE1,0.392
CDC42SE2,0.461
CDC45,0.509
CDC5L,0.428
CDC6,0.521
CDC7,0.617
CDC73,0.426
CDCA2,0.426
CDCA3,0.435
CDCA4,0.421
CDCA5,0.544
CDCA7,0.344
CDCA7L,0.485
CDCA8,0.53
CDCP1,0.282
CDCP2,0.059
CDH1,0.425
CDH10,0.338
CDH11,0.36
CDH12,0.346
CDH13,0.35
CDH15,0.413
CDH16,0.213
CDH17,0.368
CDH18,0.346
CDH19,0.346
CDH2,0.409
CDH20,0.346
CDH22,0.347
CDH23,0.276
CDH24,0.34
CDH26,0.402
CDH3,0.326
CDH4,0.333
CDH5,0.367
CDH6,0.343
CDH7,0.346
CDH8,0.328
CDH9,0.357
CDHR1,0.268
CDHR2,0.381
CDHR3,0.339
CDHR4,0.184
CDHR5,0.406
CDIP1,0.37
CDIPT,0.403
CDK1,0.546
CDK10,0.618
CDK11A,0.53
CDK11B,0.57
CDK12,0.59
CDK13,0.566
CDK14,0.642
CDK15,0.632
CDK16,0.6
CDK17,0.622
CDK18,0.599
CDK19,0.547
CDK2,0.645
CDK20,0.607
CDK2AP1,0.512
CDK2AP2,0.476
CDK3,0.559
CDK4,0.464
CDK5,0.411
CDK5R1,0.461
CDK5R2,0.365
CDK5RAP1,0.333
CDK5RAP2,0.647
CDK5RAP3,0.507
CDK6,0.528
CDK7,0.512
CDK8,0.613
CDK9,0.506
CDKAL1,0.385
CDKL1,0.536
CDKL2,0.586
CDKL3,0.586
CDKL4,0.515
CDKL5,0.564
CDKN1A,0.41
CDKN1B,0.412
CDKN1C,0.403
CDKN2A,0.433
CDKN2AIP,0.438
CDKN2AIPNL,0.389
CDKN2B,0.462
CDKN2C,0.488
CDKN2D,0.423
CDKN3,0.505
CDNF,0.33
CDO1,0.242
CDON,0.318
CDPF1,0.157
CDR2,0.349
CDR2L,0.157
CDRT15L2,0.057
CDS1,0.309
CDS2,0.254
CDSN,0.293
CDT1,0.447
CDV3,0.337
CDX1,0.354
CDX2,0.338
CDX4,0.367
CDY1,0.315
CDY1B,0.315
CDY2A,0.279
CDY2B,0.279
CDYL,0.438
CDYL2,0.354
CEACAM1,0.344
CEACAM16,0.246
CEACAM19,0.204
CEACAM20,0.191
CEACAM21,0.057
CEACAM3,0.213
CEACAM4,0.132
CEACAM5,0.341
CEACAM6,0.35
CEACAM7,0.179
CEACAM8,0.324
CEBPA,0.385
CEBPB,0.358
CEBPD,0.342
CEBPE,0.372
CEBPG,0.364
CEBPZ,0.283
CEBPZOS,0.165
CECR2,0.328
CEL,0.357
CELA1,0.231
CELA2A,0.328
CELA2B,0.148
CELA3A,0.135
CELA3B,0.158
CELF1,0.408
CELF2,0.328
CELF3,0.346
CELF4,0.325
CELF5,0.324
CELF6,0.36
CELSR1,0.314
CELSR2,0.314
CELSR3,0.382
CEMIP,0.4
CEMIP2,0.252
CEMP1,0.383
CEND1,0.368
CENPA,0.505
CENPB,0.376
CENPC,0.479
CENPE,0.531
CENPF,0.556
CENPH,0.515
CENPI,0.484
CENPJ,0.724
CENPK,0.473
CENPL,0.458
CENPM,0.33
CENPN,0.388
CENPO,0.47
CENPP,0.492
CENPQ,0.377
CENPS,0.475
CENPT,0.5
CENPU,0.505
CENPV,0.446
CENPVL1,0.047
CENPVL2,0.047
CENPVL3,0.047
CENPW,0.525
CENPX,0.44
CEP104,0.41
CEP112,0.334
CEP120,0.581
CEP126,0.552
CEP128,0.3
CEP131,0.627
CEP135,0.725
CEP152,0.81
CEP162,0.618
CEP164,0.676
CEP170,0.516
CEP170B,0.251
CEP19,0.548
CEP192,0.66
CEP20,0.469
CEP250,0.651
CEP290,0.577
CEP295,0.6
CEP295NL,0.523
CEP350,0.536
CEP41,0.683
CEP43,0.68
CEP44,0.444
CEP55,0.515
CEP57,0.64
CEP57L1,0.499
CEP63,0.73
CEP68,0.579
CEP70,0.698
CEP72,0.712
CEP76,0.699
CEP78,0.6
CEP83,0.552
CEP85,0.598
CEP85L,0.294
CEP89,0.584
CEP95,0.442
CEP97,0.582
CEPT1,0.332
CER1,0.255
CERCAM,0.237
CERK,0.486
CERKL,0.468
CERS1,0.313
CERS2,0.36
CERS3,0.335
CERS4,0.312
CERS5,0.312
CERS6,0.311
CERT1,0.426
CES1,0.316
CES2,0.268
CES3,0.293
CES4A,0.119
CES5A,0.119
CETN1,0.568
CETN2,0.668
CETN3,0.575
CETP,0.212
CFAP100,0.338
CFAP126,0.386
CFAP141,0.157
CFAP144,0.099
CFAP157,0.47
CFAP20,0.509
CFAP206,0.434
CFAP221,0.43
CFAP251,0.264
CFAP298,0.538
CFAP300,0.416
CFAP36,0.41
CFAP410,0.487
CFAP418,0.426
CFAP43,0.284
CFAP44,0.372
CFAP45,0.235
CFAP46,0.306
CFAP52,0.339
CFAP53,0.372
CFAP54,0.333
CFAP57,0.054
CFAP58,0.26
CFAP61,0.307
CFAP65,0.216
CFAP68,0.335
CFAP69,0.267
CFAP70,0.242
CFAP73,0.338
CFAP74,0.31
CFAP77,0.266
CFAP91,0.408
CFAP95,0.239
CFAP96,0.294
CFAP99,0.107
CFB,0.314
CFC1,0.342
CFC1B,0.32
CFD,0.252
CFDP1,0.314
CFH,0.233
CFHR1,0.265
CFHR2,0.28
CFHR3,0.063
CFHR4,0.134
CFHR5,0.274
CFI,0.262
CFL1,0.454
CFL2,0.441
CFLAR,0.332
CFP,0.318
CFTR,0.391
CGA,0.34
CGAS,0.375
CGB1,0.315
CGB2,0.315
CGB3,0.317
CGB5,0.317
CGB7,0.315
CGB8,0.317
CGGBP1,0.388
CGN,0.404
CGNL1,0.389
CGREF1,0.211
CGRRF1,0.387
CH25H,0.284
CHAC1,0.407
CHAC2,0.333
CHAD,0.109
CHADL,0.178
CHAF1A,0.471
CHAF1B,0.509
CHAMP1,0.504
CHAT,0.32
CHCHD1,0.476
CHCHD10,0.395
CHCHD2,0.439
CHCHD3,0.42
CHCHD4,0.399
CHCHD5,0.153
CHCHD6,0.42
CHCHD7,0.275
CHD1,0.49
CHD1L,0.483
CHD2,0.503
CHD3,0.574
CHD4,0.501
CHD5,0.473
CHD6,0.388
CHD7,0.366
CHD8,0.422
CHD9,0.428
CHDH,0.338
CHEK1,0.574
CHEK2,0.527
CHERP,0.426
CHFR,0.463
CHGA,0.236
CHGB,0.423
CHI3L1,0.335
CHI3L2,0.207
CHIA,0.352
CHIC1,0.219
CHIC2,0.426
CHID1,0.367
CHIT1,0.26
CHKA,0.412
CHKB,0.413
CHL1,0.294
CHM,0.353
CHML,0.41
CHMP1A,0.474
CHMP1B,0.455
CHMP2A,0.42
CHMP2B,0.406
CHMP3,0.396
CHMP4A,0.455
CHMP4B,0.442
CHMP4C,0.429
CHMP5,0.408
CHMP6,0.393
CHMP7,0.437
CHN1,0.377
CHN2,0.377
CHODL,0.362
CHORDC1,0.423
CHP1,0.414
CHP2,0.375
CHPF,0.339
CHPF2,0.243
CHPT1,0.376
CHRAC1,0.412
CHRD,0.3
CHRDL1,0.315
CHRDL2,0.285
CHRFAM7A,0.224
CHRM1,0.278
CHRM2,0.298
CHRM3,0.318
CHRM4,0.248
CHRM5,0.229
CHRNA1,0.24
CHRNA10,0.259
CHRNA2,0.264
CHRNA3,0.279
CHRNA4,0.257
CHRNA5,0.277
CHRNA6,0.279
CHRNA7,0.273
CHRNA9,0.289
CHRNB1,0.212
CHRNB2,0.238
CHRNB3,0.236
CHRNB4,0.284
CHRND,0.292
CHRNE,0.227
CHRNG,0.285
CHST1,0.27
CHST10,0.274
CHST11,0.282
CHST12,0.293
CHST13,0.235
CHST14,0.288
CHST15,0.287
CHST2,0.309
CHST3,0.276
CHST4,0.299
CHST5,0.33
CHST6,0.293
CHST7,0.272
CHST8,0.277
CHST9,0.266
CHSY1,0.298
CHSY3,0.268
CHTF18,0.516
CHTOP,0.429
CHUK,0.426
CHURC1,0.133
CIAO1,0.476
CIAO2A,0.495
CIAO2B,0.556
CIAO3,0.374
CIAPIN1,0.456
CIART,0.338
CIB1,0.397
CIB2,0.362
CIB3,0.175
CIB4,0.175
CIBAR1,0.536
CIBAR2,0.477
CIC,0.367
CIDEA,0.391
CIDEB,0.485
CIDEC,0.443
CIITA,0.398
CILK1,0.619
CILP,0.165
CILP2,0.123
CIMAP1A,0.425
CIMAP1D,0.2
CIMAP2,0.187
CIMAP3,0.479
CIMIP2A,0.183
CIMIP2C,0.183
CINP,0.412
CIP2A,0.446
CIPC,0.402
CIR1,0.445
CIRBP,0.427
CIROP,0.323
CISD1,0.371
CISD2,0.403
CISD3,0.288
CISH,0.422
CIST1,0.057
CIT,0.624
CITED1,0.35
CITED2,0.343
CITED4,0.313
CIZ1,0.392
CKAP2,0.43
CKAP2L,0.356
CKAP4,0.48
CKAP5,0.677
CKB,0.465
CKLF,0.193
CKM,0.466
CKMT1A,0.391
CKMT1B,0.391
CKMT2,0.381
CKS1B,0.466
CKS2,0.436
CLASP1,0.55
CLASP2,0.504
CLASRP,0.384
CLBA1,0.344
CLC,0.388
CLCA1,0.258
CLCA2,0.35
CLCA4,0.265
CLCC1,0.269
CLCF1,0.309
CLCN1,0.308
CLCN2,0.23
CLCN3,0.419
CLCN4,0.325
CLCN5,0.422
CLCN6,0.354
CLCN7,0.388
CLCNKA,0.294
CLCNKB,0.229
CLDN1,0.355
CLDN10,0.355
CLDN11,0.325
CLDN12,0.338
CLDN14,0.401
CLDN15,0.279
CLDN16,0.305
CLDN17,0.304
CLDN18,0.288
CLDN19,0.387
CLDN2,0.325
CLDN20,0.289
CLDN22,0.289
CLDN23,0.289
CLDN24,0.195
CLDN25,0.195
CLDN3,0.392
CLDN34,0.195
CLDN4,0.343
CLDN5,0.377
CLDN6,0.37
CLDN7,0.344
CLDN8,0.408
CLDN9,0.405
CLDND1,0.139
CLDND2,0.15
CLEC10A,0.241
CLEC11A,0.322
CLEC12A,0.275
CLEC12B,0.25
CLEC14A,0.296
